Property_ID,Deal_ID,Property_Name,Address,City,State,Asset_Type,Property_Condition,Appraised_Value,Property_Loan,Property_LTV,Cap_Rate,Total_Area_SF
HRE-2024-168-P1,HRE-2024-168,639 Coleman Lane (Medical Office),639 Coleman Lane,East Randallton,MO,Medical Office,Below-Market,9200000,5550000,0.6029,0.0783,48115
HRE-2024-169-P1,HRE-2024-169,886 Matthew Harbor (Senior Housing),886 Matthew Harbor,South Patrickmouth,TX,Senior Housing,Stabilized,46200000,23830000,0.5158,0.0855,223694
HRE-2024-170-P1,HRE-2024-170,242 Lopez Path (Skilled Nursing),242 Lopez Path,Lake Madisonport,MD,Skilled Nursing,Stabilized,64100000,30380000,0.474,0.097,148792
HRE-2024-171-P1,HRE-2024-171,587 Guerrero Springs (Skilled Nursing),587 Guerrero Springs,Waltersfort,VA,Skilled Nursing,Lease-Up,23400000,15100000,0.6452,0.1902,302299
HRE-2024-172-P1,HRE-2024-172,985 Bright Green (Skilled Nursing),985 Bright Green,North Beth,NY,Skilled Nursing,Lease-Up,27600000,17660000,0.64,0.1824,273827
HRE-2024-173-P1,HRE-2024-173,486 Matthew Station (Medical Office),486 Matthew Station,Julieburgh,TN,Medical Office,Stabilized,8000000,4540000,0.5677,0.0775,28939
HRE-2024-174-P1,HRE-2024-174,195 Stacey Isle (Life Science),195 Stacey Isle,Port Michelleville,GA,Life Science,Below-Market,17900000,12490000,0.698,0.1048,38883
HRE-2024-175-P1,HRE-2024-175,627 Thomas Way (Medical Office),627 Thomas Way,North Susan,NY,Medical Office,Stabilized,9300000,5210000,0.56,0.0812,31221
HRE-2024-176-P1,HRE-2024-176,51 Thomas Wall (Skilled Nursing),51 Thomas Wall,Chavezburgh,MO,Skilled Nursing,Lease-Up,12100000,8070000,0.6671,0.1724,136258
HRE-2024-177-P1,HRE-2024-177,483 Lawrence Centers (Medical Office),483 Lawrence Centers,Daviston,TX,Medical Office,Stabilized,16070000,9750000,0.6069,0.0765,61866
HRE-2024-177-P2,HRE-2024-177,828 Smith Place (Medical Office),828 Smith Place,New David,FL,Medical Office,Stabilized,1230000,750000,0.6125,0.079,4521
HRE-2024-177-P3,HRE-2024-177,117 Jackson View (Medical Office),117 Jackson View,Port Loriport,AZ,Medical Office,Stabilized,24620000,15050000,0.6114,0.0777,84602
HRE-2024-177-P4,HRE-2024-177,723 Nicholas Route (Medical Office),723 Nicholas Route,East Javier,MA,Medical Office,Stabilized,4180000,2530000,0.6041,0.0791,14267
HRE-2024-178-P1,HRE-2024-178,329 William River (Senior Housing),329 William River,North Sarabury,NY,Senior Housing,Below-Market,12700000,8240000,0.649,0.096,86318
HRE-2024-179-P1,HRE-2024-179,30 Gonzalez Flats (Medical Office),30 Gonzalez Flats,Lake Kendraville,AZ,Medical Office,Stabilized,12500000,5540000,0.4432,0.0663,36096
HRE-2024-180-P1,HRE-2024-180,424 Simmons Crescent (Medical Office),424 Simmons Crescent,South David,NY,Medical Office,Below-Market,10500000,7260000,0.691,0.0937,59289
HRE-2024-181-P1,HRE-2024-181,941 Marsh Run (Life Science),941 Marsh Run,North Marieland,WI,Life Science,Stabilized,24500000,15350000,0.6265,0.0742,27840
HRE-2024-182-P1,HRE-2024-182,138 Carr Wall (Skilled Nursing),138 Carr Wall,Rodriguezfurt,TN,Skilled Nursing,Stabilized,12700000,8840000,0.6958,0.1231,55756
HRE-2024-183-P1,HRE-2024-183,730 Knapp Creek (Medical Office),730 Knapp Creek,New Caseyport,CO,Medical Office,Lease-Up,8900000,6350000,0.7132,0.1451,212586
HRE-2024-184-P1,HRE-2024-184,37 Stone Spurs (Medical Office),37 Stone Spurs,Emilyview,MD,Medical Office,Stabilized,20000000,12170000,0.6087,0.0747,69556
HRE-2024-185-P1,HRE-2024-185,700 William Plaza (Medical Office),700 William Plaza,Carterbury,NJ,Medical Office,Stabilized,1750000,910000,0.5192,0.0703,7077
HRE-2024-185-P2,HRE-2024-185,258 Castro River (Medical Office),258 Castro River,Daviston,TX,Medical Office,Stabilized,4360000,2200000,0.5035,0.0667,14139
HRE-2024-185-P3,HRE-2024-185,264 Jacob Walk (Medical Office),264 Jacob Walk,Kathleenfurt,NC,Medical Office,Stabilized,5620000,2730000,0.4858,0.068,15612
HRE-2024-185-P4,HRE-2024-185,73 Alyssa Causeway (Medical Office),73 Alyssa Causeway,Taylorburgh,NY,Medical Office,Stabilized,1670000,850000,0.5115,0.0712,5730
HRE-2024-185-P5,HRE-2024-185,83 Devon Rapids (Medical Office),83 Devon Rapids,Davisstad,WI,Medical Office,Stabilized,1000000,480000,0.4826,0.0714,5392
HRE-2024-185-P6,HRE-2024-185,754 Thomas Skyway (Medical Office),754 Thomas Skyway,West Natashaport,FL,Medical Office,Stabilized,10080000,5370000,0.5324,0.0673,30360
HRE-2024-185-P7,HRE-2024-185,333 Julia Points (Medical Office),333 Julia Points,West Matthew,GA,Medical Office,Stabilized,23280000,11490000,0.4937,0.0669,60672
HRE-2024-186-P1,HRE-2024-186,147 Harris Ways (Medical Office),147 Harris Ways,Rossville,WI,Medical Office,Lease-Up,8000000,5970000,0.7466,0.131,97356
HRE-2024-187-P1,HRE-2024-187,258 Cole Springs (Skilled Nursing),258 Cole Springs,Johnsonstad,TN,Skilled Nursing,Stabilized,29500000,17200000,0.5829,0.0939,83374
HRE-2024-188-P1,HRE-2024-188,600 Nicholas Meadow (Medical Office),600 Nicholas Meadow,New Kellyberg,MA,Medical Office,Stabilized,8300000,3900000,0.4704,0.0604,24248
HRE-2024-189-P1,HRE-2024-189,772 Barajas View (Life Science),772 Barajas View,West Juliefurt,WA,Life Science,Stabilized,2750000,1490000,0.543,0.0776,3287
HRE-2024-189-P2,HRE-2024-189,879 Susan Springs (Life Science),879 Susan Springs,Matthewsberg,MD,Life Science,Stabilized,10470000,5690000,0.5439,0.074,10916
HRE-2024-189-P3,HRE-2024-189,882 Paul Plains (Life Science),882 Paul Plains,Hollyview,VA,Life Science,Stabilized,27680000,15380000,0.5556,0.0779,39234
HRE-2024-190-P1,HRE-2024-190,142 Robertson Pass (Life Science),142 Robertson Pass,Finleyfort,CO,Life Science,Stabilized,27300000,14650000,0.5365,0.0687,29995
HRE-2024-191-P1,HRE-2024-191,193 Courtney Fords (Medical Office),193 Courtney Fords,Michaelburgh,MO,Medical Office,Below-Market,22600000,16140000,0.7141,0.1039,130822
HRE-2024-192-P1,HRE-2024-192,460 Katelyn Prairie (Life Science),460 Katelyn Prairie,Karenchester,NC,Life Science,Stabilized,31700000,18790000,0.5928,0.0821,43834
HRE-2024-193-P1,HRE-2024-193,366 Obrien Haven (Senior Housing),366 Obrien Haven,North Renee,TN,Senior Housing,Stabilized,17300000,10620000,0.614,0.0941,89188
HRE-2024-194-P1,HRE-2024-194,360 Thomas Place (Medical Office),360 Thomas Place,South Patrickmouth,TX,Medical Office,Stabilized,14500000,7900000,0.5446,0.06,39227
HRE-2024-195-P1,HRE-2024-195,505 Eugene Forges (Medical Office),505 Eugene Forges,Yumouth,AZ,Medical Office,Stabilized,3650000,2210000,0.606,0.0782,11595
HRE-2024-195-P2,HRE-2024-195,430 Lynn Knolls (Medical Office),430 Lynn Knolls,Ericaberg,TN,Medical Office,Stabilized,9360000,5710000,0.6096,0.0783,32386
HRE-2024-195-P3,HRE-2024-195,867 Humphrey Mountain (Medical Office),867 Humphrey Mountain,North Susan,NY,Medical Office,Stabilized,20670000,13040000,0.6308,0.0793,67778
HRE-2024-195-P4,HRE-2024-195,129 Patricia Vista (Medical Office),129 Patricia Vista,West Scottchester,MO,Medical Office,Stabilized,9110000,5730000,0.6295,0.0754,31508
HRE-2024-196-P1,HRE-2024-196,176 Elaine Vista (Medical Office),176 Elaine Vista,North Marieland,WI,Medical Office,Lease-Up,13570000,10270000,0.7571,0.1306,152242
HRE-2024-196-P2,HRE-2024-196,722 Williams Trace (Medical Office),722 Williams Trace,New Jeffrey,FL,Medical Office,Lease-Up,10270000,7480000,0.7281,0.1222,223671
HRE-2024-196-P3,HRE-2024-196,962 Hughes Motorway (Medical Office),962 Hughes Motorway,Shawhaven,NY,Medical Office,Lease-Up,1660000,1200000,0.7248,0.1238,16017
HRE-2024-197-P1,HRE-2024-197,257 Nicholas Lane (Medical Office),257 Nicholas Lane,New Diane,MO,Medical Office,Below-Market,11400000,7570000,0.6638,0.0802,59858
HRE-2024-198-P1,HRE-2024-198,390 Deborah Loop (Senior Housing),390 Deborah Loop,Davisstad,WI,Senior Housing,Lease-Up,20800000,14600000,0.7017,0.1601,547809
HRE-2024-199-P1,HRE-2024-199,325 Dennis Passage (Senior Housing),325 Dennis Passage,North Teresabury,WA,Senior Housing,Lease-Up,61400000,41390000,0.6741,0.1323,1097856
HRE-2024-200-P1,HRE-2024-200,345 Gabriel Falls (Medical Office),345 Gabriel Falls,New Staciemouth,NC,Medical Office,Stabilized,13100000,7180000,0.548,0.0601,37767
HRE-2024-201-P1,HRE-2024-201,245 Carlson Cliff (Skilled Nursing),245 Carlson Cliff,New Thomas,OH,Skilled Nursing,Transitional,35370000,24540000,0.6938,0.144,219184
HRE-2024-201-P2,HRE-2024-201,164 Allen Pike (Skilled Nursing),164 Allen Pike,Sanchezside,WA,Skilled Nursing,Stabilized,4960000,2960000,0.5965,0.1352,21012
HRE-2024-201-P3,HRE-2024-201,888 Thomas Ridges (Skilled Nursing),888 Thomas Ridges,Jasonmouth,NC,Skilled Nursing,Stabilized,50260000,31790000,0.6326,0.1334,230267
HRE-2024-202-P1,HRE-2024-202,148 Christopher Shoals (Medical Office),148 Christopher Shoals,Michaelmouth,MA,Medical Office,Below-Market,39000000,27180000,0.697,0.0884,189915
HRE-2024-203-P1,HRE-2024-203,938 Bell Unions (Senior Housing),938 Bell Unions,Robinsonshire,CA,Senior Housing,Below-Market,44350000,28750000,0.6483,0.0934,262699
HRE-2024-203-P2,HRE-2024-203,845 Anderson Neck (Senior Housing),845 Anderson Neck,North Jeremyshire,VA,Senior Housing,Stabilized,28200000,16540000,0.5864,0.0879,129379
HRE-2024-203-P3,HRE-2024-203,657 George Plains (Senior Housing),657 George Plains,South Jeffrey,NC,Senior Housing,Stabilized,23600000,13670000,0.5793,0.0881,89070
HRE-2024-203-P4,HRE-2024-203,868 Becky Crest (Senior Housing),868 Becky Crest,Lake Kendraville,AZ,Senior Housing,Stabilized,15160000,9210000,0.6078,0.087,57960
HRE-2024-203-P5,HRE-2024-203,819 Ortiz Coves (Senior Housing),819 Ortiz Coves,West Andrewside,FL,Senior Housing,Below-Market,11390000,7260000,0.6376,0.0921,81176
HRE-2024-204-P1,HRE-2024-204,446 Green Plain (Medical Office),446 Green Plain,Teresaburgh,TX,Medical Office,Stabilized,11800000,7340000,0.6224,0.0703,36945
HRE-2024-205-P1,HRE-2024-205,505 Frost Mews (Senior Housing),505 Frost Mews,Lake Edward,NJ,Senior Housing,Transitional,17900000,11740000,0.6556,0.1171,107100
HRE-2024-206-P1,HRE-2024-206,236 Miller Camp (Medical Office),236 Miller Camp,West Andrea,WA,Medical Office,Stabilized,15650000,8460000,0.5407,0.0717,51078
HRE-2024-206-P2,HRE-2024-206,539 Christina Spring (Medical Office),539 Christina Spring,Port Mikeside,PA,Medical Office,Stabilized,16630000,9110000,0.548,0.0713,49493
HRE-2024-206-P3,HRE-2024-206,133 Andrea Stream (Medical Office),133 Andrea Stream,Jackton,MA,Medical Office,Stabilized,10140000,5680000,0.5598,0.0685,29646
HRE-2024-206-P4,HRE-2024-206,368 Benson Lane (Medical Office),368 Benson Lane,Rodriguezfurt,TN,Medical Office,Stabilized,14930000,7870000,0.5271,0.0725,47846
HRE-2024-206-P5,HRE-2024-206,540 Lauren Loop (Medical Office),540 Lauren Loop,North Cynthiaview,IL,Medical Office,Stabilized,9840000,5400000,0.5483,0.0696,30809
HRE-2024-207-P1,HRE-2024-207,602 Patricia Grove (Senior Housing),602 Patricia Grove,East Lisa,PA,Senior Housing,Below-Market,31300000,20550000,0.6567,0.0904,164098
HRE-2024-208-P1,HRE-2024-208,833 Victor Flats (Medical Office),833 Victor Flats,Coffeyport,TN,Medical Office,Stabilized,23600000,13650000,0.5785,0.0661,66627
HRE-2024-209-P1,HRE-2024-209,606 Sanders Terrace (Senior Housing),606 Sanders Terrace,Walkerville,WI,Senior Housing,Lease-Up,18400000,13150000,0.7145,0.1418,169228
HRE-2024-210-P1,HRE-2024-210,944 Wayne Lock (Senior Housing),944 Wayne Lock,Christinaside,AZ,Senior Housing,Lease-Up,32700000,23010000,0.7036,0.1581,571270
HRE-2024-211-P1,HRE-2024-211,19 Stewart Branch (Life Science),19 Stewart Branch,East Joshuaport,MO,Life Science,Stabilized,8400000,5150000,0.6127,0.0813,10407
HRE-2024-212-P1,HRE-2024-212,625 Ruiz Ridge (Skilled Nursing),625 Ruiz Ridge,New Stephanie,TX,Skilled Nursing,Below-Market,39400000,27520000,0.6986,0.1216,143236
HRE-2024-213-P1,HRE-2024-213,156 Robert Terrace (Skilled Nursing),156 Robert Terrace,South James,WA,Skilled Nursing,Stabilized,1700000,830000,0.4901,0.09,4076
HRE-2024-213-P2,HRE-2024-213,454 White Curve (Skilled Nursing),454 White Curve,North Judithbury,CA,Skilled Nursing,Stabilized,31160000,14990000,0.4811,0.0927,96269
HRE-2024-213-P3,HRE-2024-213,60 Angela Walks (Skilled Nursing),60 Angela Walks,Port Nicoleshire,GA,Skilled Nursing,Stabilized,2960000,1450000,0.4913,0.0897,6541
HRE-2024-213-P4,HRE-2024-213,922 Thomas Branch (Skilled Nursing),922 Thomas Branch,Wallport,TN,Skilled Nursing,Stabilized,3200000,1510000,0.4725,0.0916,8021
HRE-2024-213-P5,HRE-2024-213,909 Floyd Hills (Skilled Nursing),909 Floyd Hills,Tinaborough,MA,Skilled Nursing,Stabilized,1000000,490000,0.4853,0.0912,2243
HRE-2024-213-P6,HRE-2024-213,533 Garcia Estates (Skilled Nursing),533 Garcia Estates,Stewartland,IL,Skilled Nursing,Stabilized,8430000,3960000,0.4698,0.0908,18770
HRE-2024-214-P1,HRE-2024-214,49 Combs Court (Life Science),49 Combs Court,Christopherfurt,MD,Life Science,Lease-Up,24900000,17790000,0.7143,0.1418,112786
HRE-2024-215-P1,HRE-2024-215,436 Castro Valleys (Medical Office),436 Castro Valleys,New Crystalton,NJ,Medical Office,Lease-Up,17100000,11880000,0.6947,0.149,237933
HRE-2024-216-P1,HRE-2024-216,485 Dillon Rest (Skilled Nursing),485 Dillon Rest,East Gregory,CO,Skilled Nursing,Below-Market,17600000,11810000,0.671,0.1182,104326
HRE-2024-217-P1,HRE-2024-217,3 Tiffany Haven (Medical Office),3 Tiffany Haven,North Cynthiaview,IL,Medical Office,Stabilized,20300000,12950000,0.6378,0.0858,71691
HRE-2024-218-P1,HRE-2024-218,591 Welch Ports (Medical Office),591 Welch Ports,Matthewview,AZ,Medical Office,Below-Market,23200000,17320000,0.7465,0.0805,106912
HRE-2024-219-P1,HRE-2024-219,731 Nelson Mills (Senior Housing),731 Nelson Mills,South Dianeshire,IL,Senior Housing,Stabilized,20630000,10730000,0.5203,0.0734,85223
HRE-2024-219-P2,HRE-2024-219,246 Gutierrez Ferry (Senior Housing),246 Gutierrez Ferry,South Angel,PA,Senior Housing,Stabilized,15850000,8330000,0.5256,0.0745,50015
HRE-2024-219-P3,HRE-2024-219,68 Shepard Squares (Senior Housing),68 Shepard Squares,Lake Amberstad,NC,Senior Housing,Stabilized,10900000,5390000,0.4948,0.0732,37272
HRE-2024-219-P4,HRE-2024-219,668 Sharon Mountains (Senior Housing),668 Sharon Mountains,Leeville,FL,Senior Housing,Stabilized,1560000,810000,0.5219,0.0774,5073
HRE-2024-219-P5,HRE-2024-219,801 Dalton River (Senior Housing),801 Dalton River,Lake Alyssafurt,MO,Senior Housing,Stabilized,1000000,540000,0.5352,0.0736,3734
HRE-2024-220-P1,HRE-2024-220,743 Perez Street (Senior Housing),743 Perez Street,West Kimberlychester,PA,Senior Housing,Below-Market,43140000,31310000,0.7257,0.1258,352330
HRE-2024-220-P2,HRE-2024-220,771 Anthony Shore (Senior Housing),771 Anthony Shore,New John,MN,Senior Housing,Transitional,17160000,13060000,0.7613,0.137,136737
HRE-2024-221-P1,HRE-2024-221,362 Mcdonald Ways (Medical Office),362 Mcdonald Ways,Jamesfurt,TN,Medical Office,Stabilized,12300000,7090000,0.5765,0.0774,38733
HRE-2024-222-P1,HRE-2024-222,630 Evans Trafficway (Senior Housing),630 Evans Trafficway,Priceshire,GA,Senior Housing,Below-Market,30000000,18630000,0.6209,0.111,233817
HRE-2024-223-P1,HRE-2024-223,756 Amy Field (Skilled Nursing),756 Amy Field,Rossberg,GA,Skilled Nursing,Stabilized,10400000,5960000,0.5729,0.1073,35877
HRE-2024-224-P1,HRE-2024-224,998 Frank Street (Medical Office),998 Frank Street,East Lydiamouth,TX,Medical Office,Stabilized,25770000,13320000,0.5169,0.0728,74733
HRE-2024-224-P2,HRE-2024-224,633 Gutierrez Walk (Medical Office),633 Gutierrez Walk,Elizabethstad,MA,Medical Office,Stabilized,1000000,500000,0.5007,0.0718,5464
HRE-2024-224-P3,HRE-2024-224,151 Collins Union (Medical Office),151 Collins Union,West Amandamouth,MD,Medical Office,Stabilized,4120000,2120000,0.5139,0.0708,15251
HRE-2024-224-P4,HRE-2024-224,211 Moore Stream (Medical Office),211 Moore Stream,West Matthew,GA,Medical Office,Stabilized,5750000,3030000,0.5267,0.0727,19647
HRE-2024-224-P5,HRE-2024-224,903 Gina Junction (Medical Office),903 Gina Junction,Shieldston,FL,Medical Office,Stabilized,7240000,3710000,0.5127,0.0699,22245
HRE-2024-225-P1,HRE-2024-225,911 Casey Drives (Senior Housing),911 Casey Drives,Morganchester,WI,Senior Housing,Stabilized,14700000,9010000,0.6128,0.0876,60580
HRE-2024-226-P1,HRE-2024-226,660 Gibson Trail (Medical Office),660 Gibson Trail,Wolfborough,VA,Medical Office,Stabilized,17000000,8190000,0.4815,0.0663,49110
HRE-2024-226-P2,HRE-2024-226,776 Chloe Islands (Medical Office),776 Chloe Islands,Jacquelineland,CA,Medical Office,Stabilized,10900000,5320000,0.4879,0.0656,30594
HRE-2024-226-P3,HRE-2024-226,440 Todd Courts (Medical Office),440 Todd Courts,South Angel,PA,Medical Office,Stabilized,12820000,6250000,0.4876,0.0659,36953
HRE-2024-226-P4,HRE-2024-226,182 Craig Fort (Medical Office),182 Craig Fort,South Dana,CO,Medical Office,Stabilized,20080000,9760000,0.486,0.0634,62969
HRE-2024-226-P5,HRE-2024-226,133 Craig Squares (Medical Office),133 Craig Squares,Williamsbury,GA,Medical Office,Stabilized,4100000,2090000,0.5094,0.0634,12085
HRE-2024-227-P1,HRE-2024-227,904 Smith Forges (Medical Office),904 Smith Forges,Stephaniefort,WI,Medical Office,Lease-Up,13500000,10510000,0.7785,0.1328,131565
HRE-2024-228-P1,HRE-2024-228,731 Moore Greens (Medical Office),731 Moore Greens,Davidstad,IL,Medical Office,Lease-Up,22000000,14170000,0.644,0.1255,375166
HRE-2024-229-P1,HRE-2024-229,786 Carroll Forge (Senior Housing),786 Carroll Forge,Mooreport,NY,Senior Housing,Below-Market,12800000,8380000,0.655,0.124,117898
HRE-2024-230-P1,HRE-2024-230,366 Petersen Spurs (Medical Office),366 Petersen Spurs,Port Anne,MN,Medical Office,Stabilized,17800000,10680000,0.6,0.0693,51363
HRE-2024-231-P1,HRE-2024-231,62 Fernandez Drive (Medical Office),62 Fernandez Drive,New Roberttown,CA,Medical Office,Stabilized,32400000,16580000,0.5116,0.0638,106056
HRE-2024-232-P1,HRE-2024-232,54 Duncan Causeway (Medical Office),54 Duncan Causeway,Carsonstad,MD,Medical Office,Lease-Up,8300000,6410000,0.7728,0.1284,93022
HRE-2024-233-P1,HRE-2024-233,157 John Grove (Skilled Nursing),157 John Grove,West Michael,CA,Skilled Nursing,Lease-Up,33050000,22300000,0.6747,0.1802,767497
HRE-2024-233-P2,HRE-2024-233,201 Daniel Loop (Skilled Nursing),201 Daniel Loop,Brownhaven,VA,Skilled Nursing,Lease-Up,10550000,7030000,0.6666,0.1635,138441
HRE-2024-234-P1,HRE-2024-234,714 Wheeler Burg (Medical Office),714 Wheeler Burg,Maryshire,WA,Medical Office,Stabilized,11800000,6660000,0.564,0.0625,35400
HRE-2024-235-P1,HRE-2024-235,513 Katherine Walk (Medical Office),513 Katherine Walk,Martinezbury,FL,Medical Office,Below-Market,23400000,15070000,0.6442,0.0812,101070
HRE-2024-236-P1,HRE-2024-236,345 Brown Shoal (Medical Office),345 Brown Shoal,Morganchester,WI,Medical Office,Stabilized,16900000,8530000,0.505,0.0559,41329
HRE-2024-237-P1,HRE-2024-237,33 Michael Knoll (Senior Housing),33 Michael Knoll,Cindyfort,VA,Senior Housing,Below-Market,10700000,7460000,0.6968,0.1306,93734
HRE-2024-238-P1,HRE-2024-238,682 Cain Road (Skilled Nursing),682 Cain Road,Ericmouth,CA,Skilled Nursing,Transitional,29600000,22120000,0.7472,0.1319,153235
HRE-2024-239-P1,HRE-2024-239,131 Sherry Harbors (Skilled Nursing),131 Sherry Harbors,Alfredview,MN,Skilled Nursing,Stabilized,8000000,3930000,0.4914,0.1005,20458
HRE-2024-240-P1,HRE-2024-240,291 Christopher Light (Life Science),291 Christopher Light,Santanaside,CO,Life Science,Stabilized,31300000,18220000,0.582,0.0791,39748
HRE-2024-241-P1,HRE-2024-241,695 Ronald Inlet (Senior Housing),695 Ronald Inlet,Murphyland,PA,Senior Housing,Stabilized,10700000,6360000,0.5945,0.0973,49157
HRE-2024-242-P1,HRE-2024-242,224 Bianca Spur (Medical Office),224 Bianca Spur,New Deborahtown,AZ,Medical Office,Stabilized,30800000,17210000,0.5587,0.0827,110405
HRE-2024-243-P1,HRE-2024-243,231 Ali Hollow (Senior Housing),231 Ali Hollow,Port Andrew,NC,Senior Housing,Lease-Up,16600000,12040000,0.7251,0.1632,615156
HRE-2024-244-P1,HRE-2024-244,552 Hernandez Field (Medical Office),552 Hernandez Field,Andreaport,VA,Medical Office,Stabilized,31300000,17240000,0.5508,0.0832,107139
HRE-2024-245-P1,HRE-2024-245,679 Joseph Landing (Senior Housing),679 Joseph Landing,Port Anne,MN,Senior Housing,Stabilized,32600000,15010000,0.4604,0.0855,113822
HRE-2024-246-P1,HRE-2024-246,578 Taylor Fields (Skilled Nursing),578 Taylor Fields,New Jeffrey,FL,Skilled Nursing,Stabilized,19900000,12120000,0.6092,0.099,51853
HRE-2024-246-P2,HRE-2024-246,254 Clements Forges (Skilled Nursing),254 Clements Forges,Katieburgh,NC,Skilled Nursing,Below-Market,10920000,6970000,0.6381,0.1069,59260
HRE-2024-246-P3,HRE-2024-246,281 Sara Mill (Skilled Nursing),281 Sara Mill,South James,WA,Skilled Nursing,Stabilized,17500000,10450000,0.597,0.0958,58732
HRE-2024-246-P4,HRE-2024-246,98 Ronald Trail (Skilled Nursing),98 Ronald Trail,North Cynthiaview,IL,Skilled Nursing,Stabilized,27510000,16820000,0.6114,0.0949,71212
HRE-2024-246-P5,HRE-2024-246,565 Long Summit (Skilled Nursing),565 Long Summit,Carrland,OH,Skilled Nursing,Stabilized,6760000,4130000,0.6108,0.0956,18324
HRE-2024-247-P1,HRE-2024-247,313 Abigail Mission (Senior Housing),313 Abigail Mission,New Caseyport,CO,Senior Housing,Below-Market,15900000,11160000,0.702,0.1097,110787
HRE-2024-248-P1,HRE-2024-248,251 April Locks (Life Science),251 April Locks,Ericaberg,TN,Life Science,Stabilized,1000000,480000,0.4771,0.0758,1195
HRE-2024-248-P2,HRE-2024-248,976 James Mill (Life Science),976 James Mill,West Wendyville,MD,Life Science,Stabilized,6850000,3110000,0.4546,0.073,8498
HRE-2024-248-P3,HRE-2024-248,298 Murray Manors (Life Science),298 Murray Manors,Port Anne,MN,Life Science,Stabilized,7970000,3690000,0.4629,0.0733,9363
HRE-2024-248-P4,HRE-2024-248,472 Kimberly Square (Life Science),472 Kimberly Square,New Brooke,NY,Life Science,Stabilized,8810000,4040000,0.4581,0.0752,11332
HRE-2024-248-P5,HRE-2024-248,307 Nguyen Run (Life Science),307 Nguyen Run,Elainefurt,VA,Life Science,Stabilized,20770000,9270000,0.4464,0.0767,30871
HRE-2024-248-P6,HRE-2024-248,165 Nicholas Light (Life Science),165 Nicholas Light,East Jill,CA,Life Science,Stabilized,8590000,3850000,0.448,0.0731,9553
HRE-2024-249-P1,HRE-2024-249,289 Harold Station (Senior Housing),289 Harold Station,Katiehaven,GA,Senior Housing,Stabilized,10800000,7090000,0.6566,0.0769,38892
HRE-2024-250-P1,HRE-2024-250,136 Roberts Falls (Life Science),136 Roberts Falls,New Diane,MO,Life Science,Lease-Up,9000000,5730000,0.6372,0.1424,42016
HRE-2024-251-P1,HRE-2024-251,370 Brianna Mountains (Medical Office),370 Brianna Mountains,East Andrea,NJ,Medical Office,Stabilized,8000000,5170000,0.6463,0.0753,27606
HRE-2024-252-P1,HRE-2024-252,507 Tammy Summit (Senior Housing),507 Tammy Summit,West Juan,IL,Senior Housing,Stabilized,12300000,7650000,0.6216,0.0843,44227
HRE-2024-253-P1,HRE-2024-253,844 Richardson Light (Senior Housing),844 Richardson Light,Merrittfort,GA,Senior Housing,Stabilized,4700000,2730000,0.581,0.0967,24479
HRE-2024-253-P2,HRE-2024-253,302 Kelly Dale (Senior Housing),302 Kelly Dale,Lake Richard,AZ,Senior Housing,Stabilized,5150000,3100000,0.6022,0.0971,23924
HRE-2024-253-P3,HRE-2024-253,551 Rose Pine (Senior Housing),551 Rose Pine,Karenchester,NC,Senior Housing,Below-Market,22780000,14490000,0.6363,0.1102,142732
HRE-2024-253-P4,HRE-2024-253,226 Daniel Stream (Senior Housing),226 Daniel Stream,Lake Leeton,NY,Senior Housing,Stabilized,10860000,6700000,0.6169,0.0999,53112
HRE-2024-254-P1,HRE-2024-254,931 Simmons Vista (Life Science),931 Simmons Vista,Hudsonfurt,AZ,Life Science,Stabilized,3960000,1720000,0.434,0.0731,4975
HRE-2024-254-P2,HRE-2024-254,874 Andrew Road (Life Science),874 Andrew Road,East Lisa,PA,Life Science,Stabilized,22670000,10570000,0.4664,0.0752,31793
HRE-2024-254-P3,HRE-2024-254,22 Gutierrez Isle (Life Science),22 Gutierrez Isle,Port Jacquelineside,WI,Life Science,Stabilized,3970000,1840000,0.4633,0.0739,6063
HRE-2024-255-P1,HRE-2024-255,439 Danielle Spurs (Medical Office),439 Danielle Spurs,North Deniseside,NY,Medical Office,Stabilized,9390000,5140000,0.5479,0.0614,24040
HRE-2024-255-P2,HRE-2024-255,617 Ford Via (Medical Office),617 Ford Via,East Edwardfurt,GA,Medical Office,Stabilized,23310000,11980000,0.5141,0.0627,67152
HRE-2024-255-P3,HRE-2024-255,58 Tyler Freeway (Medical Office),58 Tyler Freeway,Larrymouth,MO,Medical Office,Stabilized,11360000,5900000,0.5196,0.0655,33695
HRE-2024-255-P4,HRE-2024-255,716 Matthew Orchard (Medical Office),716 Matthew Orchard,South Jason,AZ,Medical Office,Stabilized,1000000,520000,0.5213,0.0646,4537
HRE-2024-256-P1,HRE-2024-256,246 Johnson Trace (Life Science),246 Johnson Trace,Port Cameronfort,NJ,Life Science,Stabilized,69140000,43490000,0.629,0.0791,107419
HRE-2024-256-P2,HRE-2024-256,50 Eric Crescent (Life Science),50 Eric Crescent,West Andrea,WA,Life Science,Below-Market,23060000,15300000,0.6633,0.0893,56520
HRE-2024-257-P1,HRE-2024-257,529 Andrews Extension (Medical Office),529 Andrews Extension,Perryborough,GA,Medical Office,Transitional,40500000,26310000,0.6497,0.1052,221901
HRE-2024-258-P1,HRE-2024-258,874 Davis Inlet (Skilled Nursing),874 Davis Inlet,Transtad,MA,Skilled Nursing,Stabilized,14900000,7860000,0.5274,0.0899,45549
