Tenant_ID,Property_ID,Deal_ID,Tenant_Name,Asset_Type,Lease_Type,Lease_Start,Lease_End,Rent_PSF,Square_Feet,Annual_Rent,Expense_Reimb_PSF,Escalation_Rate
HRE-2024-140-P6-T5,HRE-2024-140-P6,HRE-2024-140,"Brown, Hurst and Blevins Practices",Medical Office,NNN,2022-02-22,2027-02-21,27.63,500,12129.37,3.95,0.03
HRE-2024-140-P6-T6,HRE-2024-140-P6,HRE-2024-140,Cruz-Allen Practices,Medical Office,NNN,2023-01-21,2029-01-19,26.54,500,1212.13,2.54,0.03
HRE-2024-140-P7-T1,HRE-2024-140-P7,HRE-2024-140,Peck-Anderson Practices,Medical Office,NNN,2022-04-10,2024-04-09,28.51,1800,51327.47,3.45,0.03
HRE-2024-140-P7-T2,HRE-2024-140-P7,HRE-2024-140,"Fisher, Payne and Thompson Practices",Medical Office,NNN,2023-07-04,2027-07-03,29.44,3599,105986.85,3.39,0.03
HRE-2024-140-P7-T3,HRE-2024-140-P7,HRE-2024-140,Best-Townsend Practices,Medical Office,NNN,2022-11-22,2026-11-21,28.67,2064,59209.88,2.4,0.03
HRE-2024-140-P7-T4,HRE-2024-140-P7,HRE-2024-140,Matthews Inc Practices,Medical Office,NNN,2023-02-03,2026-02-02,28.54,2396,68405.31,3.1,0.03
HRE-2024-140-P7-T5,HRE-2024-140-P7,HRE-2024-140,Lewis-Livingston Practices,Medical Office,NNN,2023-03-02,2026-03-01,25.69,10851,278827.04,3.61,0.03
HRE-2024-140-P7-T6,HRE-2024-140-P7,HRE-2024-140,Hunter-Fuller Practices,Medical Office,NNN,2023-02-13,2027-02-12,21.8,2334,50901.26,2.71,0.03
HRE-2024-140-P7-T7,HRE-2024-140-P7,HRE-2024-140,"Wang, Henderson and Morales Practices",Medical Office,NNN,2022-10-14,2024-10-13,21.77,3941,85789.09,2.16,0.03
HRE-2024-140-P7-T8,HRE-2024-140-P7,HRE-2024-140,"Herrera, Jensen and Ramirez Practices",Medical Office,NNN,2022-09-05,2025-09-04,27.61,6592,182020.15,3.73,0.03
HRE-2024-140-P7-T9,HRE-2024-140-P7,HRE-2024-140,Miller-Mccall Practices,Medical Office,NNN,2022-04-11,2027-04-10,27.8,2160,60053.86,3.06,0.03
HRE-2024-140-P7-T10,HRE-2024-140-P7,HRE-2024-140,Herrera Group Practices,Medical Office,NNN,2024-01-15,2029-01-13,24.29,4763,115700.14,2.01,0.03
HRE-2024-140-P8-T1,HRE-2024-140-P8,HRE-2024-140,"Ashley, Allen and Sanchez Practices",Medical Office,NNN,2023-06-02,2029-05-31,26.27,1414,37163.59,3.38,0.03
HRE-2024-140-P8-T2,HRE-2024-140-P8,HRE-2024-140,Wilson-Salazar Practices,Medical Office,NNN,2023-10-06,2028-10-04,23.44,2387,55960.51,2.5,0.03
HRE-2024-140-P8-T3,HRE-2024-140-P8,HRE-2024-140,Parker Ltd Practices,Medical Office,NNN,2023-11-14,2028-11-12,25.89,500,2981.16,3.56,0.03
HRE-2024-140-P9-T1,HRE-2024-140-P9,HRE-2024-140,Miles and Sons Practices,Medical Office,NNN,2023-08-04,2029-08-02,23.59,1895,44711.3,3.45,0.03
HRE-2024-140-P9-T2,HRE-2024-140-P9,HRE-2024-140,Benton-Mills Practices,Medical Office,NNN,2023-12-31,2032-12-28,29.18,500,11598.75,2.8,0.03
HRE-2024-140-P9-T3,HRE-2024-140-P9,HRE-2024-140,"Green, Watson and Brady Practices",Medical Office,NNN,2023-06-17,2028-06-15,27.27,500,5114.31,3.58,0.03
HRE-2024-140-P9-T4,HRE-2024-140-P9,HRE-2024-140,Quinn-Wilson Practices,Medical Office,NNN,2023-09-15,2028-09-13,25.9,500,10521.64,2.74,0.03
HRE-2024-140-P9-T5,HRE-2024-140-P9,HRE-2024-140,Rogers Group Practices,Medical Office,NNN,2022-12-31,2025-12-30,26.51,2527,67001.19,3.75,0.03
HRE-2024-140-P9-T6,HRE-2024-140-P9,HRE-2024-140,Warren-Baker Practices,Medical Office,NNN,2022-05-21,2025-05-20,22.56,514,11615.68,3.38,0.03
HRE-2024-140-P9-T7,HRE-2024-140-P9,HRE-2024-140,"Burton, Crawford and Dixon Practices",Medical Office,NNN,2023-12-01,2026-11-30,26.62,500,6824.25,3.41,0.03
HRE-2024-140-P9-T8,HRE-2024-140-P9,HRE-2024-140,Porter PLC Practices,Medical Office,NNN,2023-09-15,2032-09-12,24.17,710,17179.54,2.86,0.03
HRE-2024-140-P9-T9,HRE-2024-140-P9,HRE-2024-140,Richardson LLC Practices,Medical Office,NNN,2023-06-23,2028-06-21,24.74,500,4701.6,3.18,0.03
HRE-2024-140-P9-T10,HRE-2024-140-P9,HRE-2024-140,Shannon Ltd Practices,Medical Office,NNN,2022-11-15,2029-11-13,26.3,500,1350.68,3.32,0.03
HRE-2024-140-P10-T1,HRE-2024-140-P10,HRE-2024-140,Williams Inc Practices,Medical Office,NNN,2023-06-30,2033-06-27,19.81,1273,25216.24,2.43,0.03
HRE-2024-140-P10-T2,HRE-2024-140-P10,HRE-2024-140,Williams LLC Practices,Medical Office,NNN,2023-01-18,2029-01-16,24.3,1030,25041.38,3.14,0.03
HRE-2024-140-P10-T3,HRE-2024-140-P10,HRE-2024-140,Mora-White Practices,Medical Office,NNN,2023-06-21,2033-06-18,17.35,1735,30111.39,2.22,0.03
HRE-2024-140-P10-T4,HRE-2024-140-P10,HRE-2024-140,Tran Ltd Practices,Medical Office,NNN,2022-03-03,2025-03-02,19.48,1402,27315.2,1.68,0.03
HRE-2024-141-P1-T1,HRE-2024-141-P1,HRE-2024-141,Moon-Flores Practices,Medical Office,NNN,2025-07-27,2035-07-25,20.95,7530,157756.51,2.93,0.025
HRE-2024-141-P1-T2,HRE-2024-141-P1,HRE-2024-141,Duncan Inc Practices,Medical Office,NNN,2024-09-03,2036-08-31,26.63,12514,333309.84,2.8,0.025
HRE-2024-141-P1-T3,HRE-2024-141-P1,HRE-2024-141,"Nunez, Williams and Walker Practices",Medical Office,NNN,2024-11-04,2043-10-31,24.38,73209,1784644.81,3.45,0.025
HRE-2024-141-P1-T4,HRE-2024-141-P1,HRE-2024-141,"Jarvis, Finley and Jones Practices",Medical Office,NNN,2025-01-30,2040-01-27,20.93,24119,504815.16,1.84,0.025
HRE-2024-142-P1-T1,HRE-2024-142-P1,HRE-2024-142,Murphy-Tran BioTech,Life Science,NNN,2023-06-07,2035-06-04,74.43,11465,853368.42,10.75,0.025
HRE-2024-143-P1-T1,HRE-2024-143-P1,HRE-2024-143,"Mueller, Stevenson and Sanchez Practices",Medical Office,NNN,2024-03-04,2033-03-02,20.12,52082,1047714.3,2.8,0.028
HRE-2024-143-P1-T2,HRE-2024-143-P1,HRE-2024-143,Vargas-Snyder Practices,Medical Office,NNN,2025-05-19,2034-05-17,28.52,21916,625044.57,3.78,0.028
HRE-2024-143-P1-T3,HRE-2024-143-P1,HRE-2024-143,Oconnor PLC Practices,Medical Office,NNN,2024-10-23,2036-10-20,23.21,12842,298020.07,1.94,0.028
HRE-2024-144-P1-T1,HRE-2024-144-P1,HRE-2024-144,Hall LLC Senior Living,Senior Housing,Modified Gross,2024-08-27,2034-08-25,32.77,59403,1946769.23,2.37,0.025
HRE-2024-145-P1-T1,HRE-2024-145-P1,HRE-2024-145,"Bennett, Rojas and Parker BioTech",Life Science,NNN,2024-08-21,2037-08-18,67.88,4816,326970.64,9.85,0.025
HRE-2024-145-P1-T2,HRE-2024-145-P1,HRE-2024-145,Moreno and Sons BioTech,Life Science,NNN,2022-10-14,2039-10-10,62.22,500,11184.54,5.81,0.025
HRE-2024-145-P1-T3,HRE-2024-145-P1,HRE-2024-145,Vasquez-Brown BioTech,Life Science,NNN,2024-11-05,2040-11-01,60.79,7370,448013.24,8.81,0.025
HRE-2024-146-P1-T1,HRE-2024-146-P1,HRE-2024-146,Morse PLC Senior Living,Senior Housing,Modified Gross,2022-11-06,2038-11-02,32.51,52774,1715476.92,2.57,0.025
HRE-2024-147-P1-T1,HRE-2024-147-P1,HRE-2024-147,Villegas-Miller Care Ops,Skilled Nursing,NNN,2023-01-28,2031-01-26,34.4,6910,237686.96,3.6,0.028
HRE-2024-147-P2-T1,HRE-2024-147-P2,HRE-2024-147,Jones-Bradley Care Ops,Skilled Nursing,NNN,2025-03-04,2038-03-01,46.04,24682,1136373.91,5.37,0.028
HRE-2024-147-P3-T1,HRE-2024-147-P3,HRE-2024-147,Carter LLC Care Ops,Skilled Nursing,NNN,2025-01-13,2034-01-11,42.93,134060,5755785.87,5.51,0.028
HRE-2024-148-P1-T1,HRE-2024-148-P1,HRE-2024-148,Stewart-Nelson Practices,Medical Office,NNN,2023-05-04,2026-05-03,20.13,16993,342065.71,2.83,0.03
HRE-2024-148-P1-T2,HRE-2024-148-P1,HRE-2024-148,Harding and Sons Practices,Medical Office,NNN,2023-04-21,2026-04-20,28.6,16130,461394.22,3.7,0.03
HRE-2024-148-P1-T3,HRE-2024-148-P1,HRE-2024-148,"Rodriguez, Garcia and Cole Practices",Medical Office,NNN,2024-04-02,2027-04-02,26.48,38626,1022697.97,2.95,0.03
HRE-2024-149-P1-T1,HRE-2024-149-P1,HRE-2024-149,Oconnell-Clark BioTech,Life Science,NNN,2025-04-01,2040-03-28,65.54,969,63505.18,7.15,0.028
HRE-2024-149-P1-T2,HRE-2024-149-P1,HRE-2024-149,Ford-Phelps BioTech,Life Science,NNN,2024-09-19,2032-09-17,65.96,500,20179.03,6.3,0.028
HRE-2024-149-P2-T1,HRE-2024-149-P2,HRE-2024-149,Mckenzie-Terry BioTech,Life Science,NNN,2024-06-12,2036-06-09,54.98,4429,243521.05,5.32,0.028
HRE-2024-149-P3-T1,HRE-2024-149-P3,HRE-2024-149,Hernandez-Dawson BioTech,Life Science,NNN,2025-08-17,2036-08-14,66.05,1215,80280.97,9.5,0.028
HRE-2024-149-P3-T2,HRE-2024-149-P3,HRE-2024-149,Foster-Williams BioTech,Life Science,NNN,2024-04-03,2036-03-31,73.37,5724,420056.02,9.99,0.028
HRE-2024-149-P3-T3,HRE-2024-149-P3,HRE-2024-149,Green-Ewing BioTech,Life Science,NNN,2024-11-12,2031-11-11,63.58,8471,538651.44,9.08,0.028
HRE-2024-150-P1-T1,HRE-2024-150-P1,HRE-2024-150,Hawkins-Pierce Care Ops,Skilled Nursing,NNN,2024-01-29,2031-01-27,42.98,35054,1506521.74,5.59,0.028
HRE-2024-151-P1-T1,HRE-2024-151-P1,HRE-2024-151,Martinez Inc Practices,Medical Office,NNN,2024-06-21,2034-06-19,28.22,500,12734.57,2.57,0.025
HRE-2024-151-P1-T2,HRE-2024-151-P1,HRE-2024-151,Anderson Group Practices,Medical Office,NNN,2024-04-09,2040-04-05,22.2,9947,220831.05,2.23,0.025
HRE-2024-151-P1-T3,HRE-2024-151-P1,HRE-2024-151,Parks-Pace Practices,Medical Office,NNN,2023-11-26,2037-11-22,26.34,3412,89886.45,3.74,0.025
HRE-2024-151-P1-T4,HRE-2024-151-P1,HRE-2024-151,Aguilar LLC Practices,Medical Office,NNN,2024-10-02,2044-09-27,29.65,3826,113469.61,4.36,0.025
HRE-2024-151-P1-T5,HRE-2024-151-P1,HRE-2024-151,Johnson Inc Practices,Medical Office,NNN,2025-05-28,2043-05-24,20.11,7727,155405.64,1.78,0.025
HRE-2024-151-P1-T6,HRE-2024-151-P1,HRE-2024-151,Orr Group Practices,Medical Office,NNN,2024-09-11,2043-09-07,20.05,3435,68886.06,2.36,0.025
HRE-2024-151-P1-T7,HRE-2024-151-P1,HRE-2024-151,Davis LLC Practices,Medical Office,NNN,2025-03-18,2039-03-15,29.47,500,9077.71,3.9,0.025
HRE-2024-151-P1-T8,HRE-2024-151-P1,HRE-2024-151,Williams Group Practices,Medical Office,NNN,2025-03-17,2040-03-13,29.04,2648,76894.58,3.16,0.025
HRE-2024-151-P1-T9,HRE-2024-151-P1,HRE-2024-151,Jackson PLC Practices,Medical Office,NNN,2025-05-27,2043-05-23,26.46,3334,88241.68,2.41,0.025
HRE-2024-151-P2-T1,HRE-2024-151-P2,HRE-2024-151,Johnson-Vega Practices,Medical Office,NNN,2023-10-07,2036-10-03,22.51,12201,274622.07,2.72,0.025
HRE-2024-151-P2-T2,HRE-2024-151-P2,HRE-2024-151,Gomez and Sons Practices,Medical Office,NNN,2025-06-10,2040-06-06,29.52,3842,113411.12,3.75,0.025
HRE-2024-151-P2-T3,HRE-2024-151-P2,HRE-2024-151,Ramirez-Stephenson Practices,Medical Office,NNN,2024-01-24,2038-01-20,22.35,1225,27394.57,1.9,0.025
HRE-2024-151-P2-T4,HRE-2024-151-P2,HRE-2024-151,Mendez PLC Practices,Medical Office,NNN,2024-07-15,2041-07-11,21.93,3054,66991.19,2.26,0.025
HRE-2024-151-P3-T1,HRE-2024-151-P3,HRE-2024-151,Andrade-Mendoza Practices,Medical Office,NNN,2023-10-21,2036-10-17,23.13,6709,155205.75,3.05,0.025
HRE-2024-151-P3-T2,HRE-2024-151-P3,HRE-2024-151,Ramirez and Sons Practices,Medical Office,NNN,2025-06-04,2040-05-31,24.36,14662,357200.47,3.11,0.025
HRE-2024-151-P3-T3,HRE-2024-151-P3,HRE-2024-151,Gonzalez-Wilkerson Practices,Medical Office,NNN,2024-07-03,2041-06-29,23.32,12480,290990.62,2.59,0.025
HRE-2024-152-P1-T1,HRE-2024-152-P1,HRE-2024-152,"Norton, Mayo and Casey Practices",Medical Office,NNN,2023-03-21,2037-03-17,22.89,1673,38310.57,3.07,0.028
HRE-2024-152-P1-T2,HRE-2024-152-P1,HRE-2024-152,Castillo-Harrington Practices,Medical Office,NNN,2024-09-03,2035-09-01,18.54,3517,65196.5,2.09,0.028
HRE-2024-152-P1-T3,HRE-2024-152-P1,HRE-2024-152,Durham-Shaw Practices,Medical Office,NNN,2025-01-08,2040-01-05,20.32,1990,40452.92,2.57,0.028
HRE-2024-152-P1-T4,HRE-2024-152-P1,HRE-2024-152,Nelson-Johnson Practices,Medical Office,NNN,2022-12-05,2031-12-03,24.81,1922,47687.61,2.88,0.028
HRE-2024-152-P1-T5,HRE-2024-152-P1,HRE-2024-152,"Robinson, Huang and Osborne Practices",Medical Office,NNN,2022-12-27,2031-12-25,19.0,4078,77505.48,2.49,0.028
HRE-2024-152-P1-T6,HRE-2024-152-P1,HRE-2024-152,Stokes Group Practices,Medical Office,NNN,2024-05-26,2038-05-23,22.22,1978,43971.92,1.88,0.028
HRE-2024-152-P1-T7,HRE-2024-152-P1,HRE-2024-152,"Howard, Silva and Hall Practices",Medical Office,NNN,2023-08-07,2033-08-04,17.92,29259,524411.84,2.57,0.028
HRE-2024-153-P1-T1,HRE-2024-153-P1,HRE-2024-153,Adams Ltd Care Ops,Skilled Nursing,NNN,2024-11-25,2032-11-23,43.47,18685,812220.65,5.0,0.033
HRE-2024-153-P2-T1,HRE-2024-153-P2,HRE-2024-153,"Bradford, Salinas and Kelly Care Ops",Skilled Nursing,NNN,2025-10-26,2035-10-24,32.28,203439,6566366.3,3.1,0.033
HRE-2024-153-P3-T1,HRE-2024-153-P3,HRE-2024-153,Drake-Wolfe Care Ops,Skilled Nursing,NNN,2024-12-14,2029-12-13,35.16,139170,4892747.83,3.13,0.033
HRE-2024-154-P1-T1,HRE-2024-154-P1,HRE-2024-154,"Elliott, Hart and Lopez Care Ops",Skilled Nursing,NNN,2022-03-20,2025-03-19,42.55,4859,206793.48,5.45,0.03
HRE-2024-154-P2-T1,HRE-2024-154-P2,HRE-2024-154,Johnson-Brown Care Ops,Skilled Nursing,NNN,2022-07-19,2025-07-18,32.27,35177,1135007.61,2.8,0.03
HRE-2024-154-P3-T1,HRE-2024-154-P3,HRE-2024-154,Rivera PLC Care Ops,Skilled Nursing,NNN,2022-07-22,2027-07-21,27.86,93918,2616650.0,3.28,0.03
HRE-2024-154-P4-T1,HRE-2024-154-P4,HRE-2024-154,"Thompson, Lang and Oneill Care Ops",Skilled Nursing,NNN,2022-11-23,2028-11-21,40.48,19531,790573.91,5.48,0.03
HRE-2024-154-P5-T1,HRE-2024-154-P5,HRE-2024-154,"Stark, Schroeder and Mathis Care Ops",Skilled Nursing,NNN,2022-02-05,2032-02-03,34.14,24188,825847.83,3.29,0.03
HRE-2024-155-P1-T1,HRE-2024-155-P1,HRE-2024-155,"Mcmahon, Foster and Garcia Practices",Medical Office,NNN,2023-07-22,2032-07-19,29.92,7217,215938.23,2.82,0.03
HRE-2024-155-P1-T2,HRE-2024-155-P1,HRE-2024-155,Morris-Daugherty Practices,Medical Office,NNN,2025-03-03,2035-03-01,25.52,3717,94883.49,2.7,0.03
HRE-2024-155-P1-T3,HRE-2024-155-P1,HRE-2024-155,"Fry, Conner and Yu Practices",Medical Office,NNN,2024-10-23,2031-10-22,25.55,28715,733658.61,3.08,0.03
HRE-2024-155-P1-T4,HRE-2024-155-P1,HRE-2024-155,"Stewart, Mann and Hoffman Practices",Medical Office,NNN,2023-08-11,2032-08-08,27.74,9548,264903.88,2.49,0.03
HRE-2024-155-P1-T5,HRE-2024-155-P1,HRE-2024-155,"Buchanan, Walker and Chapman Practices",Medical Office,NNN,2023-07-30,2027-07-29,28.64,23642,677073.39,2.75,0.03
HRE-2024-155-P1-T6,HRE-2024-155-P1,HRE-2024-155,Gray Ltd Practices,Medical Office,NNN,2025-05-23,2030-05-22,27.83,4685,130416.39,2.64,0.03
HRE-2024-155-P1-T7,HRE-2024-155-P1,HRE-2024-155,"Phillips, Thompson and Smith Practices",Medical Office,NNN,2024-02-17,2032-02-15,24.01,21259,510357.59,2.95,0.03
HRE-2024-156-P1-T1,HRE-2024-156-P1,HRE-2024-156,"Johnson, Guzman and Mccall BioTech",Life Science,NNN,2024-04-30,2043-04-26,57.06,506,28904.79,6.63,0.025
HRE-2024-156-P1-T2,HRE-2024-156-P1,HRE-2024-156,"Walker, Cunningham and Zuniga BioTech",Life Science,NNN,2023-11-14,2035-11-11,58.02,500,13110.29,4.79,0.025
HRE-2024-156-P1-T3,HRE-2024-156-P1,HRE-2024-156,Rivera Inc BioTech,Life Science,NNN,2025-04-26,2035-04-24,58.22,15825,921353.35,5.01,0.025
HRE-2024-157-P1-T1,HRE-2024-157-P1,HRE-2024-157,Fields Inc Senior Living,Senior Housing,Modified Gross,2023-08-17,2030-08-15,35.19,15716,552987.69,2.49,0.03
HRE-2024-157-P2-T1,HRE-2024-157-P2,HRE-2024-157,Wright Inc Senior Living,Senior Housing,Modified Gross,2023-06-28,2033-06-25,28.38,92609,2628000.0,2.07,0.03
HRE-2024-157-P3-T1,HRE-2024-157-P3,HRE-2024-157,"Smith, Cruz and Oconnor Senior Living",Senior Housing,Modified Gross,2024-02-22,2033-02-19,32.9,13455,442690.77,1.84,0.03
HRE-2024-157-P4-T1,HRE-2024-157-P4,HRE-2024-157,Bell-Bennett Senior Living,Senior Housing,Modified Gross,2024-08-14,2031-08-13,40.52,39532,1601861.54,3.13,0.03
HRE-2024-157-P5-T1,HRE-2024-157-P5,HRE-2024-157,"Chang, Perez and Hayes Senior Living",Senior Housing,Modified Gross,2023-05-26,2029-05-24,24.88,87227,2169981.54,1.19,0.03
HRE-2024-157-P6-T1,HRE-2024-157-P6,HRE-2024-157,Lynn-Jones Senior Living,Senior Housing,Modified Gross,2023-10-13,2026-10-12,24.68,53636,1323809.23,1.2,0.03
HRE-2024-158-P1-T1,HRE-2024-158-P1,HRE-2024-158,"Jones, Mcmahon and Spence Senior Living",Senior Housing,Modified Gross,2023-05-25,2039-05-21,37.44,61976,2320230.77,1.31,0.025
HRE-2024-159-P1-T1,HRE-2024-159-P1,HRE-2024-159,Bush-Reynolds Practices,Medical Office,NNN,2024-07-07,2038-07-04,21.77,2813,61245.62,3.26,0.028
HRE-2024-159-P1-T2,HRE-2024-159-P1,HRE-2024-159,"Martin, Preston and Moore Practices",Medical Office,NNN,2023-05-25,2038-05-21,28.49,500,8695.36,3.72,0.028
HRE-2024-159-P1-T3,HRE-2024-159-P1,HRE-2024-159,Rivera and Sons Practices,Medical Office,NNN,2024-03-10,2035-03-08,27.85,500,6901.12,3.32,0.028
HRE-2024-159-P2-T1,HRE-2024-159-P2,HRE-2024-159,"Fernandez, Guerrero and Evans Practices",Medical Office,NNN,2023-04-28,2035-04-25,22.6,855,19325.74,2.69,0.028
HRE-2024-159-P2-T2,HRE-2024-159-P2,HRE-2024-159,Williams PLC Practices,Medical Office,NNN,2024-11-01,2036-10-29,28.1,6458,181481.38,3.06,0.028
HRE-2024-159-P2-T3,HRE-2024-159-P2,HRE-2024-159,"Larsen, Hernandez and Ward Practices",Medical Office,NNN,2023-04-11,2033-04-08,23.51,5012,117844.05,2.83,0.028
HRE-2024-159-P2-T4,HRE-2024-159-P2,HRE-2024-159,Miller-Colon Practices,Medical Office,NNN,2022-09-14,2031-09-12,26.49,3009,79736.63,2.65,0.028
HRE-2024-159-P2-T5,HRE-2024-159-P2,HRE-2024-159,"Greene, Gonzalez and Johnson Practices",Medical Office,NNN,2023-07-11,2038-07-07,23.25,2058,47867.37,3.12,0.028
HRE-2024-159-P2-T6,HRE-2024-159-P2,HRE-2024-159,Little Inc Practices,Medical Office,NNN,2023-10-28,2031-10-26,24.47,9230,225863.45,3.01,0.028
HRE-2024-159-P2-T7,HRE-2024-159-P2,HRE-2024-159,Anthony-Parker Practices,Medical Office,NNN,2024-06-03,2033-06-01,24.64,2178,53667.03,3.08,0.028
HRE-2024-159-P2-T8,HRE-2024-159-P2,HRE-2024-159,Ruiz-Jacobson Practices,Medical Office,NNN,2023-02-14,2036-02-11,29.29,6237,182663.83,3.6,0.028
HRE-2024-159-P3-T1,HRE-2024-159-P3,HRE-2024-159,Lopez-Mcclure Practices,Medical Office,NNN,2024-02-18,2037-02-14,26.05,2792,72758.52,3.7,0.028
HRE-2024-159-P3-T2,HRE-2024-159-P3,HRE-2024-159,Lopez-Williams Practices,Medical Office,NNN,2022-10-18,2034-10-15,27.81,2140,59527.89,3.37,0.028
HRE-2024-159-P3-T3,HRE-2024-159-P3,HRE-2024-159,Marshall-Perez Practices,Medical Office,NNN,2024-06-03,2037-05-31,29.66,2635,78154.46,2.75,0.028
HRE-2024-159-P3-T4,HRE-2024-159-P3,HRE-2024-159,Elliott-Hernandez Practices,Medical Office,NNN,2023-01-14,2033-01-11,20.23,2230,45124.74,1.97,0.028
HRE-2024-159-P3-T5,HRE-2024-159-P3,HRE-2024-159,"Contreras, Miller and Cooper Practices",Medical Office,NNN,2024-04-20,2032-04-18,27.44,6313,173226.07,2.52,0.028
HRE-2024-159-P3-T6,HRE-2024-159-P3,HRE-2024-159,"Gutierrez, Avila and Perez Practices",Medical Office,NNN,2023-07-26,2031-07-24,21.03,4179,87898.18,2.49,0.028
HRE-2024-159-P3-T7,HRE-2024-159-P3,HRE-2024-159,Randall PLC Practices,Medical Office,NNN,2023-06-04,2036-05-31,20.26,1640,33246.99,2.71,0.028
HRE-2024-159-P4-T1,HRE-2024-159-P4,HRE-2024-159,Armstrong-Young Practices,Medical Office,NNN,2023-02-19,2037-02-15,27.38,14243,389924.06,2.43,0.028
HRE-2024-159-P4-T2,HRE-2024-159-P4,HRE-2024-159,Miller-Orr Practices,Medical Office,NNN,2024-10-23,2033-10-21,25.27,3251,82169.14,2.08,0.028
HRE-2024-159-P4-T3,HRE-2024-159-P4,HRE-2024-159,"Johnson, Duncan and Black Practices",Medical Office,NNN,2023-07-23,2035-07-20,23.57,5645,133057.16,2.66,0.028
HRE-2024-159-P4-T4,HRE-2024-159-P4,HRE-2024-159,"Byrd, Oliver and Martinez Practices",Medical Office,NNN,2023-05-10,2034-05-07,28.71,14002,401995.97,3.19,0.028
HRE-2024-159-P4-T5,HRE-2024-159-P4,HRE-2024-159,Thompson-Joyce Practices,Medical Office,NNN,2024-05-24,2039-05-21,29.7,5592,166057.86,3.6,0.028
HRE-2024-159-P4-T6,HRE-2024-159-P4,HRE-2024-159,Stokes and Sons Practices,Medical Office,NNN,2023-06-04,2036-05-31,24.57,858,21090.55,3.07,0.028
HRE-2024-159-P5-T1,HRE-2024-159-P5,HRE-2024-159,Harris-Carson Practices,Medical Office,NNN,2024-11-11,2035-11-09,22.6,1077,24356.93,1.81,0.028
HRE-2024-159-P5-T2,HRE-2024-159-P5,HRE-2024-159,Flowers LLC Practices,Medical Office,NNN,2023-12-05,2032-12-02,28.15,500,8562.72,2.82,0.028
HRE-2024-159-P5-T3,HRE-2024-159-P5,HRE-2024-159,Bartlett-Sloan Practices,Medical Office,NNN,2022-10-10,2036-10-06,25.35,500,3534.24,2.87,0.028
HRE-2024-159-P5-T4,HRE-2024-159-P5,HRE-2024-159,Miller PLC Practices,Medical Office,NNN,2024-01-27,2037-01-23,20.09,500,1299.71,2.45,0.028
HRE-2024-159-P5-T5,HRE-2024-159-P5,HRE-2024-159,Arnold-Gates Practices,Medical Office,NNN,2023-11-05,2038-11-01,27.97,500,13692.36,2.61,0.028
HRE-2024-159-P5-T6,HRE-2024-159-P5,HRE-2024-159,"Ellis, Marks and Buchanan Practices",Medical Office,NNN,2023-10-14,2036-10-10,28.82,500,8386.79,2.81,0.028
HRE-2024-159-P5-T7,HRE-2024-159-P5,HRE-2024-159,"Matthews, Harrington and Rodriguez Practices",Medical Office,NNN,2023-10-31,2036-10-27,27.15,500,6607.11,2.59,0.028
HRE-2024-159-P5-T8,HRE-2024-159-P5,HRE-2024-159,Hernandez PLC Practices,Medical Office,NNN,2023-06-11,2033-06-08,20.79,934,19440.57,2.78,0.028
HRE-2024-159-P5-T9,HRE-2024-159-P5,HRE-2024-159,"Chang, Ayers and Buckley Practices",Medical Office,NNN,2024-02-04,2035-02-01,29.1,500,13466.95,3.65,0.028
HRE-2024-160-P1-T1,HRE-2024-160-P1,HRE-2024-160,"Beard, Humphrey and Baker Practices",Medical Office,NNN,2024-06-07,2029-06-06,20.77,60171,1249553.47,2.38,0.033
HRE-2024-160-P1-T2,HRE-2024-160-P1,HRE-2024-160,"Washington, Lynch and Johnson Practices",Medical Office,NNN,2025-01-23,2033-01-21,21.37,1464,31283.17,2.75,0.033
HRE-2024-160-P1-T3,HRE-2024-160-P1,HRE-2024-160,Powell-Montgomery Practices,Medical Office,NNN,2024-10-14,2030-10-13,17.6,43979,773847.56,2.36,0.033
HRE-2024-161-P1-T1,HRE-2024-161-P1,HRE-2024-161,"Young, Reese and Mccall Practices",Medical Office,NNN,2024-12-29,2028-12-28,22.85,27553,629540.56,2.6,0.03
HRE-2024-161-P1-T2,HRE-2024-161-P1,HRE-2024-161,Smith-Roth Practices,Medical Office,NNN,2023-11-02,2026-11-01,18.48,6810,125890.41,1.76,0.03
HRE-2024-161-P1-T3,HRE-2024-161-P1,HRE-2024-161,Collins-Cameron Practices,Medical Office,NNN,2025-08-30,2033-08-28,17.85,28999,517726.92,1.64,0.03
HRE-2024-162-P1-T1,HRE-2024-162-P1,HRE-2024-162,Turner Ltd BioTech,Life Science,NNN,2025-01-27,2031-01-26,59.51,6165,366923.74,7.63,0.03
HRE-2024-162-P1-T2,HRE-2024-162-P1,HRE-2024-162,Schroeder-Flores BioTech,Life Science,NNN,2023-10-10,2026-10-09,47.22,38225,1805137.19,6.11,0.03
HRE-2024-162-P1-T3,HRE-2024-162-P1,HRE-2024-162,"Butler, Brewer and Lopez BioTech",Life Science,NNN,2024-08-07,2034-08-05,55.32,32429,1793939.06,6.62,0.03
HRE-2024-162-P2-T1,HRE-2024-162-P2,HRE-2024-162,"Washington, Black and Brooks BioTech",Life Science,NNN,2024-05-24,2031-05-23,41.59,4667,194153.53,4.9,0.03
HRE-2024-162-P2-T2,HRE-2024-162-P2,HRE-2024-162,Robertson and Sons BioTech,Life Science,NNN,2023-01-28,2032-01-26,55.28,4057,224305.42,5.14,0.03
