Deal_ID,Month,Interest,Principal,Total_Debt_Service,Outstanding_Balance,Is_IO_Period
HRE-2024-190,2029-09-01,91115.97,14767.75,105883.72,14093511.89,False
HRE-2024-190,2029-10-01,91020.6,14863.12,105883.72,14078648.77,False
HRE-2024-190,2029-11-01,90924.61,14959.11,105883.72,14063689.66,False
HRE-2024-190,2029-12-01,90828.0,15055.72,105883.72,14048633.94,False
HRE-2024-190,2030-01-01,90730.76,15152.96,105883.72,14033480.98,False
HRE-2024-190,2030-02-01,90632.9,15250.82,105883.72,14018230.16,False
HRE-2024-190,2030-03-01,90534.4,15349.32,105883.72,14002880.84,False
HRE-2024-190,2030-04-01,90435.27,15448.45,105883.72,13987432.39,False
HRE-2024-190,2030-05-01,90335.5,15548.22,105883.72,13971884.17,False
HRE-2024-190,2030-06-01,90235.09,15648.63,105883.72,13956235.54,False
HRE-2024-190,2030-07-01,90134.02,15749.7,105883.72,13940485.84,False
HRE-2024-190,2030-08-01,90032.3,15851.42,105883.72,13924634.42,False
HRE-2024-190,2030-09-01,89929.93,15953.79,105883.72,13908680.63,False
HRE-2024-190,2030-10-01,89826.9,16056.82,105883.72,13892623.81,False
HRE-2024-190,2030-11-01,89723.2,16160.52,105883.72,13876463.29,False
HRE-2024-190,2030-12-01,89618.83,16264.89,105883.72,13860198.4,False
HRE-2024-190,2031-01-01,89513.78,16369.94,105883.72,13843828.46,False
HRE-2024-190,2031-02-01,89408.06,16475.66,105883.72,13827352.8,False
HRE-2024-190,2031-03-01,89301.65,16582.07,105883.72,13810770.73,False
HRE-2024-190,2031-04-01,89194.56,16689.16,105883.72,13794081.57,False
HRE-2024-190,2031-05-01,89086.78,16796.94,105883.72,13777284.63,False
HRE-2024-190,2031-06-01,88978.3,16905.42,105883.72,13760379.21,False
HRE-2024-190,2031-07-01,88869.12,17014.6,105883.72,13743364.61,False
HRE-2024-191,2025-02-01,133424.0,0.0,133424.0,16140000.0,True
HRE-2024-191,2025-03-01,133424.0,0.0,133424.0,16140000.0,True
HRE-2024-191,2025-04-01,133424.0,0.0,133424.0,16140000.0,True
HRE-2024-191,2025-05-01,133424.0,0.0,133424.0,16140000.0,True
HRE-2024-191,2025-06-01,133424.0,12331.07,145755.07,16127668.93,False
HRE-2024-191,2025-07-01,133322.06,12433.01,145755.07,16115235.92,False
HRE-2024-191,2025-08-01,133219.28,12535.79,145755.07,16102700.13,False
HRE-2024-191,2025-09-01,133115.65,12639.42,145755.07,16090060.71,False
HRE-2024-191,2025-10-01,133011.17,12743.9,145755.07,16077316.81,False
HRE-2024-191,2025-11-01,132905.82,12849.25,145755.07,16064467.56,False
HRE-2024-191,2025-12-01,132799.6,12955.47,145755.07,16051512.09,False
HRE-2024-191,2026-01-01,132692.5,13062.57,145755.07,16038449.52,False
HRE-2024-191,2026-02-01,132584.52,13170.55,145755.07,16025278.97,False
HRE-2024-191,2026-03-01,132475.64,13279.43,145755.07,16011999.54,False
HRE-2024-191,2026-04-01,132365.86,13389.21,145755.07,15998610.33,False
HRE-2024-191,2026-05-01,132255.18,13499.89,145755.07,15985110.44,False
HRE-2024-191,2026-06-01,132143.58,13611.49,145755.07,15971498.95,False
HRE-2024-191,2026-07-01,132031.06,13724.01,145755.07,15957774.94,False
HRE-2024-191,2026-08-01,131917.61,13837.46,145755.07,15943937.48,False
HRE-2024-191,2026-09-01,131803.22,13951.85,145755.07,15929985.63,False
HRE-2024-191,2026-10-01,131687.88,14067.19,145755.07,15915918.44,False
HRE-2024-191,2026-11-01,131571.59,14183.48,145755.07,15901734.96,False
HRE-2024-191,2026-12-01,131454.34,14300.73,145755.07,15887434.23,False
HRE-2024-191,2027-01-01,131336.12,14418.95,145755.07,15873015.28,False
HRE-2024-191,2027-02-01,131216.93,14538.14,145755.07,15858477.14,False
HRE-2024-191,2027-03-01,131096.74,14658.33,145755.07,15843818.81,False
HRE-2024-191,2027-04-01,130975.57,14779.5,145755.07,15829039.31,False
HRE-2024-191,2027-05-01,130853.39,14901.68,145755.07,15814137.63,False
HRE-2024-191,2027-06-01,130730.2,15024.87,145755.07,15799112.76,False
HRE-2024-191,2027-07-01,130606.0,15149.07,145755.07,15783963.69,False
HRE-2024-191,2027-08-01,130480.77,15274.3,145755.07,15768689.39,False
HRE-2024-191,2027-09-01,130354.5,15400.57,145755.07,15753288.82,False
HRE-2024-191,2027-10-01,130227.19,15527.88,145755.07,15737760.94,False
HRE-2024-191,2027-11-01,130098.82,15656.25,145755.07,15722104.69,False
HRE-2024-191,2027-12-01,129969.4,15785.67,145755.07,15706319.02,False
HRE-2024-191,2028-01-01,129838.9,15916.17,145755.07,15690402.85,False
HRE-2024-191,2028-02-01,129707.33,16047.74,145755.07,15674355.11,False
HRE-2024-191,2028-03-01,129574.67,16180.4,145755.07,15658174.71,False
HRE-2024-191,2028-04-01,129440.91,16314.16,145755.07,15641860.55,False
HRE-2024-191,2028-05-01,129306.05,16449.02,145755.07,15625411.53,False
HRE-2024-192,2024-08-01,137010.42,0.0,137010.42,18790000.0,True
HRE-2024-192,2024-09-01,137010.42,0.0,137010.42,18790000.0,True
HRE-2024-192,2024-10-01,137010.42,0.0,137010.42,18790000.0,True
HRE-2024-192,2024-11-01,137010.42,0.0,137010.42,18790000.0,True
HRE-2024-192,2024-12-01,137010.42,0.0,137010.42,18790000.0,True
HRE-2024-192,2025-01-01,137010.42,17470.37,154480.79,18772529.63,False
HRE-2024-192,2025-02-01,136883.03,17597.76,154480.79,18754931.87,False
HRE-2024-192,2025-03-01,136754.71,17726.08,154480.79,18737205.79,False
HRE-2024-192,2025-04-01,136625.46,17855.33,154480.79,18719350.46,False
HRE-2024-192,2025-05-01,136495.26,17985.53,154480.79,18701364.93,False
HRE-2024-192,2025-06-01,136364.12,18116.67,154480.79,18683248.26,False
HRE-2024-192,2025-07-01,136232.02,18248.77,154480.79,18664999.49,False
HRE-2024-192,2025-08-01,136098.95,18381.84,154480.79,18646617.65,False
HRE-2024-192,2025-09-01,135964.92,18515.87,154480.79,18628101.78,False
HRE-2024-192,2025-10-01,135829.91,18650.88,154480.79,18609450.9,False
HRE-2024-192,2025-11-01,135693.91,18786.88,154480.79,18590664.02,False
HRE-2024-192,2025-12-01,135556.93,18923.86,154480.79,18571740.16,False
HRE-2024-192,2026-01-01,135418.94,19061.85,154480.79,18552678.31,False
HRE-2024-192,2026-02-01,135279.95,19200.84,154480.79,18533477.47,False
HRE-2024-192,2026-03-01,135139.94,19340.85,154480.79,18514136.62,False
HRE-2024-192,2026-04-01,134998.91,19481.88,154480.79,18494654.74,False
HRE-2024-192,2026-05-01,134856.86,19623.93,154480.79,18475030.81,False
HRE-2024-192,2026-06-01,134713.77,19767.02,154480.79,18455263.79,False
HRE-2024-192,2026-07-01,134569.63,19911.16,154480.79,18435352.63,False
HRE-2024-192,2026-08-01,134424.45,20056.34,154480.79,18415296.29,False
HRE-2024-192,2026-09-01,134278.2,20202.59,154480.79,18395093.7,False
HRE-2024-192,2026-10-01,134130.89,20349.9,154480.79,18374743.8,False
HRE-2024-192,2026-11-01,133982.51,20498.28,154480.79,18354245.52,False
HRE-2024-192,2026-12-01,133833.04,20647.75,154480.79,18333597.77,False
HRE-2024-192,2027-01-01,133682.48,20798.31,154480.79,18312799.46,False
HRE-2024-192,2027-02-01,133530.83,20949.96,154480.79,18291849.5,False
HRE-2024-192,2027-03-01,133378.07,21102.72,154480.79,18270746.78,False
HRE-2024-192,2027-04-01,133224.2,21256.59,154480.79,18249490.19,False
HRE-2024-192,2027-05-01,133069.2,21411.59,154480.79,18228078.6,False
HRE-2024-192,2027-06-01,132913.07,21567.72,154480.79,18206510.88,False
HRE-2024-192,2027-07-01,132755.81,21724.98,154480.79,18184785.9,False
HRE-2024-192,2027-08-01,132597.4,21883.39,154480.79,18162902.51,False
HRE-2024-192,2027-09-01,132437.83,22042.96,154480.79,18140859.55,False
HRE-2024-192,2027-10-01,132277.1,22203.69,154480.79,18118655.86,False
HRE-2024-192,2027-11-01,132115.2,22365.59,154480.79,18096290.27,False
HRE-2024-192,2027-12-01,131952.12,22528.67,154480.79,18073761.6,False
HRE-2024-192,2028-01-01,131787.84,22692.95,154480.79,18051068.65,False
HRE-2024-192,2028-02-01,131622.38,22858.41,154480.79,18028210.24,False
HRE-2024-192,2028-03-01,131455.7,23025.09,154480.79,18005185.15,False
HRE-2024-192,2028-04-01,131287.81,23192.98,154480.79,17981992.17,False
HRE-2024-192,2028-05-01,131118.69,23362.1,154480.79,17958630.07,False
HRE-2024-193,2025-06-01,73189.5,0.0,73189.5,10620000.0,True
HRE-2024-193,2025-07-01,73189.5,0.0,73189.5,10620000.0,True
HRE-2024-193,2025-08-01,73189.5,0.0,73189.5,10620000.0,True
HRE-2024-193,2025-09-01,73189.5,0.0,73189.5,10620000.0,True
HRE-2024-193,2025-10-01,73189.5,0.0,73189.5,10620000.0,True
HRE-2024-193,2025-11-01,73189.5,0.0,73189.5,10620000.0,True
HRE-2024-193,2025-12-01,73189.5,0.0,73189.5,10620000.0,True
HRE-2024-193,2026-01-01,73189.5,0.0,73189.5,10620000.0,True
HRE-2024-193,2026-02-01,73189.5,0.0,73189.5,10620000.0,True
HRE-2024-193,2026-03-01,73189.5,0.0,73189.5,10620000.0,True
HRE-2024-193,2026-04-01,73189.5,0.0,73189.5,10620000.0,True
HRE-2024-193,2026-05-01,73189.5,0.0,73189.5,10620000.0,True
HRE-2024-193,2026-06-01,73189.5,0.0,73189.5,10620000.0,True
HRE-2024-193,2026-07-01,73189.5,0.0,73189.5,10620000.0,True
HRE-2024-193,2026-08-01,73189.5,0.0,73189.5,10620000.0,True
HRE-2024-193,2026-09-01,73189.5,0.0,73189.5,10620000.0,True
HRE-2024-193,2026-10-01,73189.5,10685.89,83875.39,10609314.11,False
HRE-2024-193,2026-11-01,73115.86,10759.53,83875.39,10598554.58,False
HRE-2024-193,2026-12-01,73041.71,10833.68,83875.39,10587720.9,False
HRE-2024-193,2027-01-01,72967.04,10908.35,83875.39,10576812.55,False
HRE-2024-193,2027-02-01,72891.87,10983.52,83875.39,10565829.03,False
HRE-2024-193,2027-03-01,72816.17,11059.22,83875.39,10554769.81,False
HRE-2024-193,2027-04-01,72739.96,11135.43,83875.39,10543634.38,False
HRE-2024-193,2027-05-01,72663.21,11212.18,83875.39,10532422.2,False
HRE-2024-193,2027-06-01,72585.94,11289.45,83875.39,10521132.75,False
HRE-2024-193,2027-07-01,72508.14,11367.25,83875.39,10509765.5,False
HRE-2024-193,2027-08-01,72429.8,11445.59,83875.39,10498319.91,False
HRE-2024-193,2027-09-01,72350.92,11524.47,83875.39,10486795.44,False
HRE-2024-193,2027-10-01,72271.5,11603.89,83875.39,10475191.55,False
HRE-2024-193,2027-11-01,72191.53,11683.86,83875.39,10463507.69,False
HRE-2024-193,2027-12-01,72111.01,11764.38,83875.39,10451743.31,False
HRE-2024-193,2028-01-01,72029.93,11845.46,83875.39,10439897.85,False
HRE-2024-193,2028-02-01,71948.3,11927.09,83875.39,10427970.76,False
HRE-2024-193,2028-03-01,71866.1,12009.29,83875.39,10415961.47,False
HRE-2024-193,2028-04-01,71783.33,12092.06,83875.39,10403869.41,False
HRE-2024-193,2028-05-01,71700.0,12175.39,83875.39,10391694.02,False
HRE-2024-193,2028-06-01,71616.09,12259.3,83875.39,10379434.72,False
HRE-2024-193,2028-07-01,71531.6,12343.79,83875.39,10367090.93,False
HRE-2024-193,2028-08-01,71446.53,12428.86,83875.39,10354662.07,False
HRE-2024-193,2028-09-01,71360.88,12514.51,83875.39,10342147.56,False
HRE-2024-193,2028-10-01,71274.63,12600.76,83875.39,10329546.8,False
HRE-2024-193,2028-11-01,71187.79,12687.6,83875.39,10316859.2,False
HRE-2024-193,2028-12-01,71100.35,12775.04,83875.39,10304084.16,False
HRE-2024-193,2029-01-01,71012.31,12863.08,83875.39,10291221.08,False
HRE-2024-193,2029-02-01,70923.67,12951.72,83875.39,10278269.36,False
HRE-2024-193,2029-03-01,70834.41,13040.98,83875.39,10265228.38,False
HRE-2024-193,2029-04-01,70744.53,13130.86,83875.39,10252097.52,False
HRE-2024-193,2029-05-01,70654.04,13221.35,83875.39,10238876.17,False
HRE-2024-193,2029-06-01,70562.92,13312.47,83875.39,10225563.7,False
HRE-2024-193,2029-07-01,70471.18,13404.21,83875.39,10212159.49,False
HRE-2024-193,2029-08-01,70378.8,13496.59,83875.39,10198662.9,False
HRE-2024-193,2029-09-01,70285.79,13589.6,83875.39,10185073.3,False
HRE-2024-193,2029-10-01,70192.13,13683.26,83875.39,10171390.04,False
HRE-2024-193,2029-11-01,70097.83,13777.56,83875.39,10157612.48,False
HRE-2024-193,2029-12-01,70002.88,13872.51,83875.39,10143739.97,False
HRE-2024-193,2030-01-01,69907.27,13968.12,83875.39,10129771.85,False
HRE-2024-193,2030-02-01,69811.01,14064.38,83875.39,10115707.47,False
HRE-2024-193,2030-03-01,69714.08,14161.31,83875.39,10101546.16,False
HRE-2024-193,2030-04-01,69616.49,14258.9,83875.39,10087287.26,False
HRE-2024-193,2030-05-01,69518.22,14357.17,83875.39,10072930.09,False
HRE-2024-194,2024-04-01,50494.17,0.0,50494.17,7900000.0,True
HRE-2024-194,2024-05-01,50494.17,0.0,50494.17,7900000.0,True
HRE-2024-194,2024-06-01,50494.17,0.0,50494.17,7900000.0,True
HRE-2024-194,2024-07-01,50494.17,0.0,50494.17,7900000.0,True
HRE-2024-194,2024-08-01,50494.17,0.0,50494.17,7900000.0,True
HRE-2024-194,2024-09-01,50494.17,0.0,50494.17,7900000.0,True
HRE-2024-194,2024-10-01,50494.17,0.0,50494.17,7900000.0,True
HRE-2024-194,2024-11-01,50494.17,0.0,50494.17,7900000.0,True
HRE-2024-194,2024-12-01,50494.17,0.0,50494.17,7900000.0,True
HRE-2024-194,2025-01-01,50494.17,0.0,50494.17,7900000.0,True
HRE-2024-194,2025-02-01,50494.17,0.0,50494.17,7900000.0,True
HRE-2024-194,2025-03-01,50494.17,0.0,50494.17,7900000.0,True
HRE-2024-194,2025-04-01,50494.17,0.0,50494.17,7900000.0,True
HRE-2024-194,2025-05-01,50494.17,0.0,50494.17,7900000.0,True
HRE-2024-194,2025-06-01,50494.17,0.0,50494.17,7900000.0,True
HRE-2024-194,2025-07-01,50494.17,0.0,50494.17,7900000.0,True
HRE-2024-194,2025-08-01,50494.17,0.0,50494.17,7900000.0,True
HRE-2024-194,2025-09-01,50494.17,0.0,50494.17,7900000.0,True
HRE-2024-194,2025-10-01,50494.17,0.0,50494.17,7900000.0,True
HRE-2024-194,2025-11-01,50494.17,0.0,50494.17,7900000.0,True
HRE-2024-194,2025-12-01,50494.17,0.0,50494.17,7900000.0,True
HRE-2024-194,2026-01-01,50494.17,0.0,50494.17,7900000.0,True
HRE-2024-194,2026-02-01,50494.17,0.0,50494.17,7900000.0,True
HRE-2024-194,2026-03-01,50494.17,8762.49,59256.66,7891237.51,False
HRE-2024-194,2026-04-01,50438.16,8818.5,59256.66,7882419.01,False
HRE-2024-194,2026-05-01,50381.79,8874.87,59256.66,7873544.14,False
HRE-2024-194,2026-06-01,50325.07,8931.59,59256.66,7864612.55,False
HRE-2024-194,2026-07-01,50267.98,8988.68,59256.66,7855623.87,False
HRE-2024-194,2026-08-01,50210.53,9046.13,59256.66,7846577.74,False
HRE-2024-194,2026-09-01,50152.71,9103.95,59256.66,7837473.79,False
HRE-2024-194,2026-10-01,50094.52,9162.14,59256.66,7828311.65,False
HRE-2024-194,2026-11-01,50035.96,9220.7,59256.66,7819090.95,False
HRE-2024-194,2026-12-01,49977.02,9279.64,59256.66,7809811.31,False
HRE-2024-194,2027-01-01,49917.71,9338.95,59256.66,7800472.36,False
HRE-2024-194,2027-02-01,49858.02,9398.64,59256.66,7791073.72,False
HRE-2024-194,2027-03-01,49797.95,9458.71,59256.66,7781615.01,False
HRE-2024-194,2027-04-01,49737.49,9519.17,59256.66,7772095.84,False
HRE-2024-194,2027-05-01,49676.65,9580.01,59256.66,7762515.83,False
HRE-2024-194,2027-06-01,49615.41,9641.25,59256.66,7752874.58,False
HRE-2024-194,2027-07-01,49553.79,9702.87,59256.66,7743171.71,False
HRE-2024-194,2027-08-01,49491.77,9764.89,59256.66,7733406.82,False
HRE-2024-194,2027-09-01,49429.36,9827.3,59256.66,7723579.52,False
HRE-2024-194,2027-10-01,49366.55,9890.11,59256.66,7713689.41,False
HRE-2024-194,2027-11-01,49303.33,9953.33,59256.66,7703736.08,False
HRE-2024-194,2027-12-01,49239.71,10016.95,59256.66,7693719.13,False
HRE-2024-194,2028-01-01,49175.69,10080.97,59256.66,7683638.16,False
HRE-2024-194,2028-02-01,49111.25,10145.41,59256.66,7673492.75,False
HRE-2024-194,2028-03-01,49046.41,10210.25,59256.66,7663282.5,False
HRE-2024-194,2028-04-01,48981.15,10275.51,59256.66,7653006.99,False
HRE-2024-194,2028-05-01,48915.47,10341.19,59256.66,7642665.8,False
HRE-2024-194,2028-06-01,48849.37,10407.29,59256.66,7632258.51,False
HRE-2024-194,2028-07-01,48782.85,10473.81,59256.66,7621784.7,False
HRE-2024-194,2028-08-01,48715.91,10540.75,59256.66,7611243.95,False
HRE-2024-194,2028-09-01,48648.53,10608.13,59256.66,7600635.82,False
HRE-2024-194,2028-10-01,48580.73,10675.93,59256.66,7589959.89,False
HRE-2024-194,2028-11-01,48512.49,10744.17,59256.66,7579215.72,False
HRE-2024-194,2028-12-01,48443.82,10812.84,59256.66,7568402.88,False
HRE-2024-194,2029-01-01,48374.71,10881.95,59256.66,7557520.93,False
HRE-2024-194,2029-02-01,48305.15,10951.51,59256.66,7546569.42,False
HRE-2024-194,2029-03-01,48235.16,11021.5,59256.66,7535547.92,False
HRE-2024-194,2029-04-01,48164.71,11091.95,59256.66,7524455.97,False
HRE-2024-194,2029-05-01,48093.81,11162.85,59256.66,7513293.12,False
HRE-2024-194,2029-06-01,48022.47,11234.19,59256.66,7502058.93,False
HRE-2024-194,2029-07-01,47950.66,11306.0,59256.66,7490752.93,False
HRE-2024-194,2029-08-01,47878.4,11378.26,59256.66,7479374.67,False
HRE-2024-194,2029-09-01,47805.67,11450.99,59256.66,7467923.68,False
HRE-2024-194,2029-10-01,47732.48,11524.18,59256.66,7456399.5,False
HRE-2024-194,2029-11-01,47658.82,11597.84,59256.66,7444801.66,False
HRE-2024-194,2029-12-01,47584.69,11671.97,59256.66,7433129.69,False
HRE-2024-194,2030-01-01,47510.09,11746.57,59256.66,7421383.12,False
HRE-2024-194,2030-02-01,47435.01,11821.65,59256.66,7409561.47,False
HRE-2024-194,2030-03-01,47359.45,11897.21,59256.66,7397664.26,False
HRE-2024-194,2030-04-01,47283.4,11973.26,59256.66,7385691.0,False
HRE-2024-194,2030-05-01,47206.87,12049.79,59256.66,7373641.21,False
HRE-2024-194,2030-06-01,47129.86,12126.8,59256.66,7361514.41,False
HRE-2024-194,2030-07-01,47052.35,12204.31,59256.66,7349310.1,False
HRE-2024-194,2030-08-01,46974.34,12282.32,59256.66,7337027.78,False
HRE-2024-194,2030-09-01,46895.84,12360.82,59256.66,7324666.96,False
HRE-2024-194,2030-10-01,46816.83,12439.83,59256.66,7312227.13,False
HRE-2024-194,2030-11-01,46737.32,12519.34,59256.66,7299707.79,False
HRE-2024-194,2030-12-01,46657.3,12599.36,59256.66,7287108.43,False
HRE-2024-195,2024-05-01,180379.92,0.0,180379.92,26690000.0,True
HRE-2024-195,2024-06-01,180379.92,0.0,180379.92,26690000.0,True
HRE-2024-195,2024-07-01,180379.92,0.0,180379.92,26690000.0,True
HRE-2024-195,2024-08-01,180379.92,0.0,180379.92,26690000.0,True
HRE-2024-195,2024-09-01,180379.92,0.0,180379.92,26690000.0,True
HRE-2024-195,2024-10-01,180379.92,0.0,180379.92,26690000.0,True
HRE-2024-195,2024-11-01,180379.92,0.0,180379.92,26690000.0,True
HRE-2024-195,2024-12-01,180379.92,0.0,180379.92,26690000.0,True
HRE-2024-195,2025-01-01,180379.92,0.0,180379.92,26690000.0,True
HRE-2024-195,2025-02-01,180379.92,0.0,180379.92,26690000.0,True
HRE-2024-195,2025-03-01,180379.92,0.0,180379.92,26690000.0,True
HRE-2024-195,2025-04-01,180379.92,0.0,180379.92,26690000.0,True
HRE-2024-195,2025-05-01,180379.92,27566.49,207946.41,26662433.51,False
HRE-2024-195,2025-06-01,180193.61,27752.8,207946.41,26634680.71,False
HRE-2024-195,2025-07-01,180006.05,27940.36,207946.41,26606740.35,False
HRE-2024-195,2025-08-01,179817.22,28129.19,207946.41,26578611.16,False
HRE-2024-195,2025-09-01,179627.11,28319.3,207946.41,26550291.86,False
HRE-2024-195,2025-10-01,179435.72,28510.69,207946.41,26521781.17,False
HRE-2024-195,2025-11-01,179243.04,28703.37,207946.41,26493077.8,False
HRE-2024-195,2025-12-01,179049.05,28897.36,207946.41,26464180.44,False
HRE-2024-195,2026-01-01,178853.75,29092.66,207946.41,26435087.78,False
HRE-2024-195,2026-02-01,178657.13,29289.28,207946.41,26405798.5,False
HRE-2024-195,2026-03-01,178459.19,29487.22,207946.41,26376311.28,False
HRE-2024-195,2026-04-01,178259.9,29686.51,207946.41,26346624.77,False
HRE-2024-195,2026-05-01,178059.27,29887.14,207946.41,26316737.63,False
HRE-2024-195,2026-06-01,177857.29,30089.12,207946.41,26286648.51,False
HRE-2024-195,2026-07-01,177653.93,30292.48,207946.41,26256356.03,False
HRE-2024-195,2026-08-01,177449.21,30497.2,207946.41,26225858.83,False
HRE-2024-195,2026-09-01,177243.1,30703.31,207946.41,26195155.52,False
HRE-2024-195,2026-10-01,177035.59,30910.82,207946.41,26164244.7,False
HRE-2024-195,2026-11-01,176826.69,31119.72,207946.41,26133124.98,False
HRE-2024-195,2026-12-01,176616.37,31330.04,207946.41,26101794.94,False
HRE-2024-195,2027-01-01,176404.63,31541.78,207946.41,26070253.16,False
HRE-2024-195,2027-02-01,176191.46,31754.95,207946.41,26038498.21,False
HRE-2024-195,2027-03-01,175976.85,31969.56,207946.41,26006528.65,False
HRE-2024-195,2027-04-01,175760.79,32185.62,207946.41,25974343.03,False
HRE-2024-195,2027-05-01,175543.27,32403.14,207946.41,25941939.89,False
HRE-2024-195,2027-06-01,175324.28,32622.13,207946.41,25909317.76,False
HRE-2024-195,2027-07-01,175103.81,32842.6,207946.41,25876475.16,False
HRE-2024-195,2027-08-01,174881.84,33064.57,207946.41,25843410.59,False
HRE-2024-195,2027-09-01,174658.38,33288.03,207946.41,25810122.56,False
HRE-2024-195,2027-10-01,174433.41,33513.0,207946.41,25776609.56,False
HRE-2024-195,2027-11-01,174206.92,33739.49,207946.41,25742870.07,False
HRE-2024-195,2027-12-01,173978.9,33967.51,207946.41,25708902.56,False
HRE-2024-195,2028-01-01,173749.33,34197.08,207946.41,25674705.48,False
HRE-2024-195,2028-02-01,173518.22,34428.19,207946.41,25640277.29,False
HRE-2024-195,2028-03-01,173285.54,34660.87,207946.41,25605616.42,False
HRE-2024-195,2028-04-01,173051.29,34895.12,207946.41,25570721.3,False
HRE-2024-195,2028-05-01,172815.46,35130.95,207946.41,25535590.35,False
HRE-2024-195,2028-06-01,172578.03,35368.38,207946.41,25500221.97,False
HRE-2024-195,2028-07-01,172339.0,35607.41,207946.41,25464614.56,False
HRE-2024-196,2025-04-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2025-05-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2025-06-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2025-07-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2025-08-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2025-09-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2025-10-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2025-11-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2025-12-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2026-01-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2026-02-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2026-03-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2026-04-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2026-05-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2026-06-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2026-07-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2026-08-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2026-09-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2026-10-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2026-11-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2026-12-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2027-01-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2027-02-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2027-03-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2027-04-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2027-05-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2027-06-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2027-07-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2027-08-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2027-09-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2027-10-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2027-11-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2027-12-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2028-01-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2028-02-01,167233.75,0.0,167233.75,18950000.0,True
HRE-2024-196,2028-03-01,167233.75,0.0,167233.75,18950000.0,False
HRE-2024-197,2025-05-01,55008.67,0.0,55008.67,7570000.0,True
HRE-2024-197,2025-06-01,55008.67,0.0,55008.67,7570000.0,True
HRE-2024-197,2025-07-01,55008.67,0.0,55008.67,7570000.0,True
HRE-2024-197,2025-08-01,55008.67,0.0,55008.67,7570000.0,True
HRE-2024-197,2025-09-01,55008.67,0.0,55008.67,7570000.0,True
HRE-2024-197,2025-10-01,55008.67,0.0,55008.67,7570000.0,True
HRE-2024-197,2025-11-01,55008.67,0.0,55008.67,7570000.0,True
HRE-2024-197,2025-12-01,55008.67,0.0,55008.67,7570000.0,True
HRE-2024-197,2026-01-01,55008.67,0.0,55008.67,7570000.0,True
HRE-2024-197,2026-02-01,55008.67,0.0,55008.67,7570000.0,True
HRE-2024-197,2026-03-01,55008.67,0.0,55008.67,7570000.0,True
HRE-2024-197,2026-04-01,55008.67,0.0,55008.67,7570000.0,True
HRE-2024-197,2026-05-01,55008.67,0.0,55008.67,7570000.0,True
HRE-2024-197,2026-06-01,55008.67,0.0,55008.67,7570000.0,True
HRE-2024-197,2026-07-01,55008.67,0.0,55008.67,7570000.0,True
HRE-2024-197,2026-08-01,55008.67,0.0,55008.67,7570000.0,True
HRE-2024-197,2026-09-01,55008.67,0.0,55008.67,7570000.0,True
HRE-2024-197,2026-10-01,55008.67,0.0,55008.67,7570000.0,True
HRE-2024-197,2026-11-01,55008.67,7073.38,62082.05,7562926.62,False
HRE-2024-197,2026-12-01,54957.27,7124.78,62082.05,7555801.84,False
HRE-2024-197,2027-01-01,54905.49,7176.56,62082.05,7548625.28,False
HRE-2024-197,2027-02-01,54853.34,7228.71,62082.05,7541396.57,False
HRE-2024-197,2027-03-01,54800.82,7281.23,62082.05,7534115.34,False
